Filename,Smiles,Predicted_Y,product,pro_from_smi1_name,Initial_Y
929,Cc1ccc2cc3ccccc3c(-c3ccccc3)c2c1,2.0874263071631876,Cc1ccc2cc3ccccc3c(-c3ccccc3)c2c1,a32,122.29995779482016
926,Cc1cccc(-c2c3ccccc3cc3ccccc23)c1,1.9941979842122435,Cc1cccc(-c2c3ccccc3cc3ccccc23)c1,a32,98.67292087817741
324,Cc1cc2ccc3cccc4ccc(c1)c2c34,1.9703053474182712,Cc1cc2ccc3cccc4ccc(c1)c2c34,a12,93.39106918061432
931,Cc1cccc2c(-c3ccccc3)c3ccccc3cc12,1.9315456168167768,Cc1cccc2c(-c3ccccc3)c3ccccc3cc12,a32,85.41725620904998
1769,Cc1ccc2cc3ccc4cc5ccccc5c5ccc(c2c1)c3c45,1.9017080469670848,Cc1ccc2cc3ccc4cc5ccccc5c5ccc(c2c1)c3c45,a54,79.74584182444269
552,Cc1cccc2c(C#Cc3ccccc3)c3ccccc3cc12,1.7959409011739906,Cc1cccc2c(C#Cc3ccccc3)c3ccccc3cc12,a21,62.50876250164205
484,Cc1ccc2cc3ccccc3cc2c1,1.779957616116988,Cc1ccc2cc3ccccc3cc2c1,a18,60.25007836490215
3811,Cc1ccc(C)c2c1ccc1ccccc12,1.7743708002565335,Cc1ccc(C)c2c1ccc1ccccc12,a126,59.47997814245154
1771,Cc1cccc2c1cc1ccc3cc4ccccc4c4ccc2c1c34,1.750341382994022,Cc1cccc2c1cc1ccc3cc4ccccc4c4ccc2c1c34,a54,56.278353490013544
1613,Cc1ccc2cc3c(ccc4ccccc43)cc2c1,1.7122284719771699,Cc1ccc2cc3c(ccc4ccccc43)cc2c1,a51,51.54997654020015
1768,Cc1ccc2c(c1)cc1ccc3cc4ccccc4c4ccc2c1c34,1.7121198599271958,Cc1ccc2c(c1)cc1ccc3cc4ccccc4c4ccc2c1c34,a54,51.537086096495514
1621,Cc1ccc2ccc3cc4ccccc4cc3c2c1,1.6591299190143884,Cc1ccc2ccc3cc4ccccc4cc3c2c1,a51,45.61733596133399
4641,Cc1ccc(/C=C/C=C/c2ccccc2)cc1,1.6402875385998312,Cc1ccc(/C=C/C=C/c2ccccc2)cc1,a168,43.68049372513437
932,Cc1c2ccccc2c(-c2ccccc2)c2ccccc12,1.5528086789092301,Cc1c2ccccc2c(-c2ccccc2)c2ccccc12,a32,35.71154823067728
3810,Cc1cc(C)c2ccc3ccccc3c2c1,1.5492839499024684,Cc1cc(C)c2ccc3ccccc3c2c1,a126,35.422886688435305
2509,C#Cc1ccc2c3cccc4cc(C)cc(c5cccc1c25)c43,1.475050829627819,C#Cc1ccc2c3cccc4cc(C)cc(c5cccc1c25)c43,a72,29.85732047184313
4655,Cc1cccc(/C=C/C=C/C=C/c2ccccc2)c1,1.4747502287044079,Cc1cccc(/C=C/C=C/C=C/c2ccccc2)c1,a169,29.836661603074198
3967,Cc1ccc2cccccc1-2,1.4346513817210083,Cc1ccc2cccccc1-2,a130,27.205166094002358
1675,Cc1cccc2ccc3cc4c(ccc5ccccc54)cc3c12,1.4198912987623005,Cc1cccc2ccc3cc4c(ccc5ccccc54)cc3c12,a52,26.2960973437677
3968,Cc1cc2cccccc-2c1,1.4082821242011003,Cc1cc2cccccc-2c1,a130,25.602485226030105
2506,C#Cc1ccc2c3cc(C)cc4cccc(c5cccc1c52)c43,1.3980454872028951,C#Cc1ccc2c3cc(C)cc4cccc(c5cccc1c52)c43,a72,25.00607256972224
300,Cc1cccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)c1,1.3977680838157567,Cc1cccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)c1,a11,24.990105168390997
2508,C#Cc1ccc2c3cccc4c(C)ccc(c5cccc1c52)c43,1.3924505309383384,C#Cc1ccc2c3cccc4c(C)ccc(c5cccc1c52)c43,a72,24.685988988775748
551,Cc1ccc2c(C#Cc3ccccc3)c3ccccc3cc2c1,1.3486407515323537,Cc1ccc2c(C#Cc3ccccc3)c3ccccc3cc2c1,a21,22.317253754779294
550,Cc1ccc2cc3ccccc3c(C#Cc3ccccc3)c2c1,1.2983261249472142,Cc1ccc2cc3ccccc3c(C#Cc3ccccc3)c2c1,a21,19.875868966075444
4290,Cc1cccc(C2=Cc3ccccc3C2)c1,1.2861591466538753,Cc1cccc(C2=Cc3ccccc3C2)c1,a143,19.326764140525906
299,Cc1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,1.277263935072289,Cc1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,a11,18.93494007768582
1807,Cc1c2ccccc2c2ccc3cc4ccccc4c4ccc1c2c34,1.2434938258487351,Cc1c2ccccc2c2ccc3cc4ccccc4c4ccc1c2c34,a55,17.51837529018123
3966,Cc1ccccc2cccc1-2,1.2400309159263703,Cc1ccccc2cccc1-2,a130,17.379245412003193
